//변수명,명칭(메인스킬define),스킬레벨,최소능력,최대능력,대인 최대 능력,대인 최대 능력,공격속도,타격시 반동,적용확률,대인 적용확률,타운트,적용대상1,적용대상2,적용값1,적용값2,적용변화값1,적용변화값2,참조값 1,참조값 2,참조값 3,발동 마법,마법 확률,대인 마법 확률,필요MP,필요FP,쿨다운,기술 준비시간,기술 시전거리,유지시간,지속피해타임(몇초에 한번씩 피해를 입는가?),지속시간,스킬발동갯수,스킬경험치,현재경험치,콤보스킬타임
//dwID,dwName,dwSkillLvl,dwAbilityMin,dwAtkAbilityMax,dwAbilityMinPVP,dwAbilityMaxPVP,dwAttackSpeed,dwDmgShift,nProbability,nProbabilityPVP,dwTaunt,dwDestParam1,dwDestParam2,nAdjParamVal1,nAdjParamVal2,dwChgParamVal1,dwChgParamVal2,dwdestData1,dwdestData2,dwdestData3,dwactiveskill,dwActiveSkillRate,dwActiveSkillRatePVP,dwReqMp,dwRepFp,dwCooldown,dwCastingTime,dwSkillRange,dwCircleTime,dwPainTime,dwSkillTime,dwSkillCount,dwSkillExp,dwExp,dwComboSkillTime
SA_LIGHTINGPARM_LV12,SI_MAG_ELECTRICITY_LIGHTINGPARM,12,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_LIGHTINGPARM_LV13,SI_MAG_ELECTRICITY_LIGHTINGPARM,13,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_LIGHTINGPARM_LV14,SI_MAG_ELECTRICITY_LIGHTINGPARM,14,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_LIGHTINGPARM_LV15,SI_MAG_ELECTRICITY_LIGHTINGPARM,15,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_LIGHTINGPARM_LV16,SI_MAG_ELECTRICITY_LIGHTINGPARM,16,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_LIGHTINGPARM_LV17,SI_MAG_ELECTRICITY_LIGHTINGPARM,17,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,9,600
SA_LIGHTINGPARM_LV18,SI_MAG_ELECTRICITY_LIGHTINGPARM,18,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,9,600
SA_LIGHTINGPARM_LV19,SI_MAG_ELECTRICITY_LIGHTINGPARM,19,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,10,600
SA_LIGHTINGPARM_LV20,SI_MAG_ELECTRICITY_LIGHTINGPARM,20,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,=,=,1,10,600
SA_LIGHTINGSHOCK_LV01,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,1,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,40,=,=,1000,=,=,1000,6000,=,1,1,600
SA_LIGHTINGSHOCK_LV02,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,2,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,40,=,=,1000,=,=,1000,6000,=,1,1,600
SA_LIGHTINGSHOCK_LV03,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,3,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,42,=,=,1000,=,=,1000,6000,=,1,2,600
SA_LIGHTINGSHOCK_LV04,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,4,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,42,=,=,1000,=,=,1000,6000,=,1,2,600
SA_LIGHTINGSHOCK_LV05,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,5,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,44,=,=,1000,=,=,1000,6000,=,1,3,600
SA_LIGHTINGSHOCK_LV06,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,6,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,44,=,=,1000,=,=,1000,6000,=,1,3,600
SA_LIGHTINGSHOCK_LV07,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,7,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,1000,6000,=,1,4,600
SA_LIGHTINGSHOCK_LV08,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,8,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,1000,6000,=,1,4,600
SA_LIGHTINGSHOCK_LV09,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,9,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,1000,6000,=,1,5,600
SA_LIGHTINGSHOCK_LV10,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,10,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,1000,6000,=,1,5,600
SA_LIGHTINGSHOCK_LV11,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,11,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,1000,6000,=,1,6,600
SA_LIGHTINGSHOCK_LV12,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,12,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,1000,6000,=,1,6,600
SA_LIGHTINGSHOCK_LV13,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,13,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,1000,6000,=,1,7,600
SA_LIGHTINGSHOCK_LV14,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,14,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,1000,6000,=,1,7,600
SA_LIGHTINGSHOCK_LV15,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,15,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,1000,6000,=,1,8,600
SA_LIGHTINGSHOCK_LV16,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,16,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,1000,6000,=,1,8,600
SA_LIGHTINGSHOCK_LV17,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,17,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,1000,6000,=,1,9,600
SA_LIGHTINGSHOCK_LV18,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,18,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,1000,6000,=,1,9,600
SA_LIGHTINGSHOCK_LV19,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,19,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,1000,6000,=,1,10,600
SA_LIGHTINGSHOCK_LV20,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,20,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,1000,6000,=,1,10,600
SA_ROCKCRASH_LV01,SI_MAG_EARTH_ROCKCRASH,1,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,=,1,1,600
SA_ROCKCRASH_LV02,SI_MAG_EARTH_ROCKCRASH,2,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,=,1,1,600
SA_ROCKCRASH_LV03,SI_MAG_EARTH_ROCKCRASH,3,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,=,1,2,600
SA_ROCKCRASH_LV04,SI_MAG_EARTH_ROCKCRASH,4,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,=,1,2,600
SA_ROCKCRASH_LV05,SI_MAG_EARTH_ROCKCRASH,5,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,=,1,3,600
SA_ROCKCRASH_LV06,SI_MAG_EARTH_ROCKCRASH,6,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,=,1,3,600
SA_ROCKCRASH_LV07,SI_MAG_EARTH_ROCKCRASH,7,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,=,1,4,600
SA_ROCKCRASH_LV08,SI_MAG_EARTH_ROCKCRASH,8,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,=,1,4,600
SA_ROCKCRASH_LV09,SI_MAG_EARTH_ROCKCRASH,9,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,=,1,5,600
SA_ROCKCRASH_LV10,SI_MAG_EARTH_ROCKCRASH,10,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,=,1,5,600
SA_ROCKCRASH_LV11,SI_MAG_EARTH_ROCKCRASH,11,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_ROCKCRASH_LV12,SI_MAG_EARTH_ROCKCRASH,12,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_ROCKCRASH_LV13,SI_MAG_EARTH_ROCKCRASH,13,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_ROCKCRASH_LV14,SI_MAG_EARTH_ROCKCRASH,14,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_ROCKCRASH_LV15,SI_MAG_EARTH_ROCKCRASH,15,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_ROCKCRASH_LV16,SI_MAG_EARTH_ROCKCRASH,16,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_ROCKCRASH_LV17,SI_MAG_EARTH_ROCKCRASH,17,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,9,600
SA_ROCKCRASH_LV18,SI_MAG_EARTH_ROCKCRASH,18,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,9,600
SA_ROCKCRASH_LV19,SI_MAG_EARTH_ROCKCRASH,19,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,10,600
SA_ROCKCRASH_LV20,SI_MAG_EARTH_ROCKCRASH,20,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,=,=,1,10,600
SA_LOOTING_LV01,SI_MAG_EARTH_LOOTING,1,=,=,=,=,=,=,2,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,30,=,=,600,=,=,2500,6000,=,1,1,600
SA_LOOTING_LV02,SI_MAG_EARTH_LOOTING,2,=,=,=,=,=,=,4,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,30,=,=,600,=,=,2600,6000,=,1,1,600
SA_LOOTING_LV03,SI_MAG_EARTH_LOOTING,3,=,=,=,=,=,=,6,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,32,=,=,600,=,=,2700,6000,=,1,2,600
SA_LOOTING_LV04,SI_MAG_EARTH_LOOTING,4,=,=,=,=,=,=,8,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,32,=,=,600,=,=,2800,6000,=,1,2,600
SA_LOOTING_LV05,SI_MAG_EARTH_LOOTING,5,=,=,=,=,=,=,10,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,34,=,=,600,=,=,2900,6000,=,1,3,600
SA_LOOTING_LV06,SI_MAG_EARTH_LOOTING,6,=,=,=,=,=,=,12,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,34,=,=,600,=,=,3000,6000,=,1,3,600
SA_LOOTING_LV07,SI_MAG_EARTH_LOOTING,7,=,=,=,=,=,=,14,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,36,=,=,600,=,=,3100,6000,=,1,4,600
SA_LOOTING_LV08,SI_MAG_EARTH_LOOTING,8,=,=,=,=,=,=,16,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,36,=,=,600,=,=,3200,6000,=,1,4,600
SA_LOOTING_LV09,SI_MAG_EARTH_LOOTING,9,=,=,=,=,=,=,18,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,38,=,=,600,=,=,3300,6000,=,1,5,600
SA_LOOTING_LV10,SI_MAG_EARTH_LOOTING,10,=,=,=,=,=,=,20,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,38,=,=,600,=,=,3400,6000,=,1,5,600
SA_LOOTING_LV11,SI_MAG_EARTH_LOOTING,11,=,=,=,=,=,=,22,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,41,=,=,600,=,=,3500,6000,=,1,6,600
SA_LOOTING_LV12,SI_MAG_EARTH_LOOTING,12,=,=,=,=,=,=,24,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,41,=,=,600,=,=,3600,6000,=,1,6,600
SA_LOOTING_LV13,SI_MAG_EARTH_LOOTING,13,=,=,=,=,=,=,26,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,42,=,=,600,=,=,3700,6000,=,1,7,600
SA_LOOTING_LV14,SI_MAG_EARTH_LOOTING,14,=,=,=,=,=,=,28,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,42,=,=,600,=,=,3800,6000,=,1,7,600
SA_LOOTING_LV15,SI_MAG_EARTH_LOOTING,15,=,=,=,=,=,=,30,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,44,=,=,600,=,=,3900,6000,=,1,8,600
SA_LOOTING_LV16,SI_MAG_EARTH_LOOTING,16,=,=,=,=,=,=,35,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,44,=,=,600,=,=,4000,6000,=,1,8,600
SA_LOOTING_LV17,SI_MAG_EARTH_LOOTING,17,=,=,=,=,=,=,40,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,44,=,=,600,=,=,4100,6000,=,1,9,600
SA_LOOTING_LV18,SI_MAG_EARTH_LOOTING,18,=,=,=,=,=,=,45,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,47,=,=,600,=,=,4200,6000,=,1,9,600
SA_LOOTING_LV19,SI_MAG_EARTH_LOOTING,19,=,=,=,=,=,=,55,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,47,=,=,600,=,=,4300,6000,=,1,10,600
SA_LOOTING_LV20,SI_MAG_EARTH_LOOTING,20,=,=,=,=,=,=,65,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,50,=,=,600,=,=,4400,6000,=,1,10,600
//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_DEMONOLGY_L01,SI_PSY_NLG_DEMONOLGY,1,91,92,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,100,=,=,=,=,=,1,15,600
SA_DEMONOLGY_L02,SI_PSY_NLG_DEMONOLGY,2,93,94,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,31,=,=,100,=,=,=,=,=,1,17,600
SA_DEMONOLGY_L03,SI_PSY_NLG_DEMONOLGY,3,95,96,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,100,=,=,=,=,=,1,19,600
SA_DEMONOLGY_L04,SI_PSY_NLG_DEMONOLGY,4,97,98,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,33,=,=,100,=,=,=,=,=,1,21,600
SA_DEMONOLGY_L05,SI_PSY_NLG_DEMONOLGY,5,99,100,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,100,=,=,=,=,=,1,24,600
SA_DEMONOLGY_L06,SI_PSY_NLG_DEMONOLGY,6,101,102,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,35,=,=,100,=,=,=,=,=,1,28,600
SA_DEMONOLGY_L07,SI_PSY_NLG_DEMONOLGY,7,103,104,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,100,=,=,=,=,=,1,32,600
SA_DEMONOLGY_L08,SI_PSY_NLG_DEMONOLGY,8,105,106,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,37,=,=,100,=,=,=,=,=,1,36,600
SA_DEMONOLGY_L09,SI_PSY_NLG_DEMONOLGY,9,107,108,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,100,=,=,=,=,=,1,40,600
SA_DEMONOLGY_L10,SI_PSY_NLG_DEMONOLGY,10,109,110,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,39,=,=,100,=,=,=,=,=,1,45,600
SA_SATANOLGY_L01,SI_PSY_NLG_SATANOLGY,1,=,=,=,=,=,=,20,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,40,=,=,600,=,=,=,500,=,1,20,600
SA_SATANOLGY_L02,SI_PSY_NLG_SATANOLGY,2,=,=,=,=,=,=,25,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,42,=,=,600,=,=,=,800,=,1,22,600
SA_SATANOLGY_L03,SI_PSY_NLG_SATANOLGY,3,=,=,=,=,=,=,30,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,44,=,=,600,=,=,=,1000,=,1,24,600
SA_SATANOLGY_L04,SI_PSY_NLG_SATANOLGY,4,=,=,=,=,=,=,35,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,46,=,=,600,=,=,=,2000,=,1,26,600
SA_SATANOLGY_L05,SI_PSY_NLG_SATANOLGY,5,=,=,=,=,=,=,40,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,48,=,=,600,=,=,=,3000,=,1,29,600
SA_SATANOLGY_L06,SI_PSY_NLG_SATANOLGY,6,=,=,=,=,=,=,45,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,50,=,=,600,=,=,=,4000,=,1,33,600
SA_SATANOLGY_L07,SI_PSY_NLG_SATANOLGY,7,=,=,=,=,=,=,55,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,52,=,=,600,=,=,=,5000,=,1,37,600
SA_SATANOLGY_L08,SI_PSY_NLG_SATANOLGY,8,=,=,=,=,=,=,65,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,54,=,=,600,=,=,=,6000,=,1,41,600
SA_SATANOLGY_L09,SI_PSY_NLG_SATANOLGY,9,=,=,=,=,=,=,75,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,56,=,=,600,=,=,=,7000,=,1,45,600
SA_SATANOLGY_L10,SI_PSY_NLG_SATANOLGY,10,=,=,=,=,=,=,85,=,=,DST_SPEED,=,20,=,20,=,=,=,=,=,=,=,58,=,=,600,=,=,=,8000,=,1,50,600
SA_PSYCHICBOMB_L01,SI_PSY_PSY_PSYCHICBOMB,1,150,151,=,=,=,=,2,1,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,40,=,=,600,=,=,=,3000,=,1,15,600
SA_PSYCHICBOMB_L02,SI_PSY_PSY_PSYCHICBOMB,2,151,152,=,=,=,=,4,2,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,3000,=,1,17,600
SA_PSYCHICBOMB_L03,SI_PSY_PSY_PSYCHICBOMB,3,152,153,=,=,=,=,6,3,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,3000,=,1,19,600
SA_PSYCHICBOMB_L04,SI_PSY_PSY_PSYCHICBOMB,4,153,154,=,=,=,=,8,4,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,46,=,=,600,=,=,=,3000,=,1,21,600
SA_PSYCHICBOMB_L05,SI_PSY_PSY_PSYCHICBOMB,5,154,155,=,=,=,=,10,5,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,48,=,=,600,=,=,=,3000,=,1,24,600
SA_PSYCHICBOMB_L06,SI_PSY_PSY_PSYCHICBOMB,6,155,156,=,=,=,=,12,6,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,3000,=,1,28,600
SA_PSYCHICBOMB_L07,SI_PSY_PSY_PSYCHICBOMB,7,156,157,=,=,=,=,16,8,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,52,=,=,600,=,=,=,3000,=,1,32,600
SA_PSYCHICBOMB_L08,SI_PSY_PSY_PSYCHICBOMB,8,157,158,=,=,=,=,18,9,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,54,=,=,600,=,=,=,3000,=,1,36,600
SA_PSYCHICBOMB_L09,SI_PSY_PSY_PSYCHICBOMB,9,158,159,=,=,=,=,20,10,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,56,=,=,600,=,=,=,3000,=,1,40,600
SA_PSYCHICBOMB_L10,SI_PSY_PSY_PSYCHICBOMB,10,159,160,=,=,=,=,30,15,=,DST_CHRSTATE,=,CHS_STUN,=,=,=,=,=,=,=,=,=,58,=,=,600,=,=,=,3000,=,1,45,600
SA_PSYCHICWALL_L01,SI_PSY_PSY_PSYCHICWALL,1,41,42,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,15000,=,1,25,600
SA_PSYCHICWALL_L02,SI_PSY_PSY_PSYCHICWALL,2,43,44,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,15000,=,1,28,600
SA_PSYCHICWALL_L03,SI_PSY_PSY_PSYCHICWALL,3,45,46,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,46,=,=,600,=,=,=,15000,=,1,31,600
SA_PSYCHICWALL_L04,SI_PSY_PSY_PSYCHICWALL,4,47,48,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,48,=,=,600,=,=,=,15000,=,1,34,600
SA_PSYCHICWALL_L05,SI_PSY_PSY_PSYCHICWALL,5,49,50,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,15000,=,1,38,600
SA_PSYCHICWALL_L06,SI_PSY_PSY_PSYCHICWALL,6,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,52,=,=,600,=,=,=,15000,=,1,42,600
SA_PSYCHICWALL_L07,SI_PSY_PSY_PSYCHICWALL,7,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,54,=,=,600,=,=,=,15000,=,1,46,600
SA_PSYCHICWALL_L08,SI_PSY_PSY_PSYCHICWALL,8,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,56,=,=,600,=,=,=,15000,=,1,51,600
SA_PSYCHICWALL_L09,SI_PSY_PSY_PSYCHICWALL,9,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,58,=,=,600,=,=,=,15000,=,1,56,600
SA_PSYCHICWALL_L10,SI_PSY_PSY_PSYCHICWALL,10,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,60,=,=,600,=,=,=,15000,=,1,61,600
SA_SPRITBOMB_L01,SI_PSY_PSY_SPRITBOMB,1,170,171,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,2,=,=,=,=,1,20,600
SA_SPRITBOMB_L02,SI_PSY_PSY_SPRITBOMB,2,171,172,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,2,=,=,=,=,1,22,600
SA_SPRITBOMB_L03,SI_PSY_PSY_SPRITBOMB,3,172,173,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,46,=,=,600,2,=,=,=,=,1,24,600
SA_SPRITBOMB_L04,SI_PSY_PSY_SPRITBOMB,4,173,174,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,48,=,=,600,2,=,=,=,=,1,26,600
SA_SPRITBOMB_L05,SI_PSY_PSY_SPRITBOMB,5,174,175,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,2,=,=,=,=,1,29,600
SA_SPRITBOMB_L06,SI_PSY_PSY_SPRITBOMB,6,175,176,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,52,=,=,600,2,=,=,=,=,1,33,600
SA_SPRITBOMB_L07,SI_PSY_PSY_SPRITBOMB,7,176,177,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,54,=,=,600,2,=,=,=,=,1,37,600
SA_SPRITBOMB_L08,SI_PSY_PSY_SPRITBOMB,8,177,178,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,56,=,=,600,2,=,=,=,=,1,41,600
SA_SPRITBOMB_L09,SI_PSY_PSY_SPRITBOMB,9,178,179,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,58,=,=,600,2,=,=,=,=,1,45,600
SA_SPRITBOMB_L10,SI_PSY_PSY_SPRITBOMB,10,179,180,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,60,=,=,600,2,=,=,=,=,1,50,600
